Time,Minutes_since_launch, date, Lat, Long, spd, hdg-g, alt-g,Ultraviolet,Ultraviolet,Visible,Visible,Infrared,Infrared,Barometric_Pressure,Internal Temperature,Altitude, ExtTemp,X, accX,Y, accY,Z, accZ, magX, magY, magZ, gyroX,absX,X, gyroY,absY,Y, gyroZ,absZ,Z,unknown,tempFit, Roll, Pitch, hdg-m,ascending
18:49:03,87.67,9/5/2015,0,0,0,0,0,10.13,85.5332522303,2148,87.1754030312,17374,89.1576131463,30.55,6.4,21562.91,-0.2,-0.18,-4.3,-4.142,8.78,8.504,0.2,0.014,0.13,0.49,-2.37,2.37,7.38,-8.23,8.23,6.7628571429,-10.07,10.07,13.6728571429,-325,-30.8219178082,-25.66,1.2,-59.15,50000000000
18:49:33,88.17,9/5/2015,0,0,0,0,0,9.83,86.5875912409,2091,88.111786852,17212,90.4257126046,29.89,5.5,21657.34,-0.19,-0.184,-3.74,-4.118,7.8,8.476,-0.02,0.02,-0.02,0.59,-6.3,6.3,9.4128571429,3.43,3.43,5.6828571429,-8.42,8.42,11.3728571429,-312,-29.0410958904,-25.23,1.27,-90.81,50000000000
18:50:08,88.75,9/5/2015,0,0,0,0,0,10.35,85.9945255474,2189,87.5856742929,17840,89.8285138881,29.29,5,21744.66,-0.17,-0.176,-4.02,-4.066,8.26,8.386,0.09,0.05,-0.01,0.57,-12.41,12.41,8.4671428571,-8.61,8.61,5.12,0.06,0.06,10.33,-304,-27.9452054795,-25.88,1.21,-67.99,50000000000
18:50:38,89.25,9/5/2015,0,0,0,0,0,8.74,86.8967964315,1889,88.3893232938,15675,90.443000734,28.23,5.7,21902.54,-0.17,-0.174,-4.12,-4.058,8.47,8.364,-0.15,0.016,-0.01,0.59,-9.48,9.48,8.8357142857,1.55,1.55,5.2214285714,-6.67,6.67,11.7842857143,-300,-27.397260274,-25.86,1.07,-120.2,50000000000
18:51:13,89.83,9/5/2015,0,0,0,0,0,10.41,86.2733171127,2199,87.8318370499,17740,89.7256950131,27.71,7.5,21981.75,-0.15,-0.178,-4.15,-4.198,8.62,8.638,0.13,0.036,0.1,0.53,-20.5,20.5,10.8642857143,1.5,1.5,4.2342857143,-27.56,27.56,11.8114285714,-299,-27.2602739726,-25.61,0.92,-66.73,50000000000
18:51:43,90.33,9/5/2015,0,0,0,0,0,10.46,86.3087996756,2210,87.8632107346,18023,89.6162035268,27.33,7,22040.4,-0.19,-0.19,-4.26,-4.216,8.67,8.66,0.03,0.03,0.17,0.53,-4.89,4.89,10.38,1.58,1.58,4.4757142857,-9.59,9.59,12.0271428571,-293,-26.4383561644,-26.17,1.32,-84.13,50000000000
18:52:18,90.92,9/5/2015,0,0,0,0,0,10.57,86.6686942417,2228,88.1866010233,17954,89.9219304471,26.48,6.9,22174.01,-0.21,-0.198,-4.44,-4.244,9.17,8.698,0.08,0.082,0.14,0.54,-5.9,5.9,9.8428571429,11.65,11.65,4.0085714286,-20.12,20.12,14.3385714286,-283,-25.0684931507,-26.2,1.32,-76.57,50000000000
18:52:48,91.42,9/5/2015,0,0,0,0,0,10.39,88.1843065693,2197,89.5332561058,17901,91.0935803413,26.1,6.9,22234.87,-0.23,-0.214,-4.11,-4.268,8.37,8.722,0.06,0.036,-0.02,0.57,-16.57,16.57,8.7842857143,-1.32,1.32,4.4785714286,-10.26,10.26,15.86,-279,-24.5205479452,-26.15,1.26,-73.62,50000000000
18:53:23,92,9/5/2015,0,0,0,0,0,10.53,87.74837794,2224,89.1471184477,17830,90.6537945928,25.18,6.9,22385.25,-0.21,-0.224,-4.26,-4.198,8.66,8.596,0.11,0.032,0.11,0.53,2.91,2.91,7.5457142857,-5.12,5.12,5.6842857143,-9.93,9.93,12.2428571429,-273,-23.698630137,-26.17,1.29,-69.44,50000000000
18:53:53,92.5,9/5/2015,0,0,0,0,0,9.39,85.6396999189,2011,87.267110725,16725,88.5118863472,24.52,6.7,22495.89,-0.23,-0.222,-4.27,-4.152,8.74,8.494,-0.1,-0.01,-0.06,0.59,-8.65,8.65,9.0128571429,-5.34,5.34,5.5842857143,-16.24,16.24,12.6985714286,-268,-23.0136986301,-25.89,1.2,-114.1,50000000000
18:54:28,93.08,9/5/2015,0,0,0,0,0,10.08,85.2443227899,2138,86.9171734723,17771,88.0924217333,23.98,6.5,22588.22,-0.24,-0.222,-3.91,-4.16,8.04,8.548,0.01,-0.006,-0.06,0.58,2.07,2.07,8.4271428571,4.84,4.84,4.3285714286,-17.32,17.32,13.8157142857,-260,-21.9178082192,-25.98,1.72,-82.65,50000000000
18:54:58,93.58,9/5/2015,0,0,0,0,0,8.82,85.3355636659,1903,86.9968143643,15677,88.1230550854,23.23,6.1,22719.29,-0.2,-0.224,-4.21,-4.12,8.66,8.474,-0.13,-0.076,0.03,0.58,-11.83,11.83,6.1757142857,9.94,9.94,5.4557142857,-2.24,2.24,16.0442857143,-255,-21.2328767123,-26.2,1.16,-111.7,50000000000
18:55:33,94.17,9/5/2015,0,0,0,0,0,10.57,86.3746958637,2230,87.9163046626,17876,88.8294419877,22.85,6.8,22787.01,-0.23,-0.244,-4.15,-4.038,8.64,8.292,0.08,-0.084,0.13,0.54,-15.16,15.16,7.3757142857,-0.88,0.88,5.4142857143,-12.78,12.78,17.2171428571,-252,-20.8219178082,-25.9,1.43,-75.58,50000000000
18:56:03,94.67,9/5/2015,0,0,0,0,0,5.4,81.4122060016,1265,83.5095086398,8773,83.813761351,21.96,6.1,22949.27,-0.22,-0.248,-4.06,-3.996,8.29,8.208,-0.24,-0.074,0.28,0.43,-1.8,1.8,7.4528571429,2.86,2.86,5.0857142857,-27.94,27.94,19.4785714286,-250,-20.5479452055,-25.94,1.54,-118.12,50000000000
18:56:38,95.25,9/5/2015,0,0,0,0,0,7.21,78.8980129765,1602,81.2795636644,12595,81.0567596586,21.44,7.4,23046.55,-0.33,-0.266,-3.86,-3.974,7.83,8.134,-0.14,-0.026,0.16,0.54,-0.81,0.81,8.3842857143,9.21,9.21,4.5485714286,-25.86,25.86,18.1385714286,-255,-21.2328767123,-25.81,2,-108.16,50000000000
18:57:08,95.75,9/5/2015,0,0,0,0,0,10.69,77.9602595296,2253,80.4517810599,18208,80.0367600226,21.43,9.4,23048.44,-0.26,-0.246,-3.7,-3.986,7.62,8.114,0.06,-0.072,0.16,0.53,-11.31,11.31,8.3085714286,-4.83,4.83,4.3385714286,-18.14,18.14,20.0757142857,-258,-21.6438356164,-26.4,0.99,-80.13,50000000000
18:57:43,96.33,9/5/2015,0,0,0,0,0,10.66,76.3635442011,2247,79.0303118062,17998,78.2621487022,20.77,10.1,23174.76,-0.29,-0.26,-4.1,-4,8.29,8.162,0.11,-0.076,0.12,0.53,-9.19,9.19,6.73,-3.04,3.04,4.3985714286,-32.07,32.07,20.0285714286,-251,-20.6849315068,-26.03,1.75,-69.6,50000000000
18:58:13,96.83,9/5/2015,0,0,0,0,0,8.88,75.7248580697,1915,78.4607587605,15719,77.809624332,20.1,9.4,23306.35,-0.13,-0.264,-4.21,-4.072,8.54,8.302,-0.15,-0.062,-0.11,0.58,-8.59,8.59,7.0485714286,-1.08,1.08,4.5628571429,-7.94,7.94,17.6728571429,-245,-19.8630136986,-25.71,0.78,-132.8,50000000000
18:58:48,97.42,9/5/2015,0,0,0,0,0,5.97,75.1064476886,1369,77.905685877,10312,77.1990803928,19.31,10.4,23466.16,-0.29,-0.262,-4.13,-4.098,8.53,8.346,-0.26,-0.054,0.18,0.5,-11.3,11.3,8.3014285714,-8.47,8.47,4.3614285714,-15.8,15.8,16.2685714286,-244,-19.7260273973,-26.41,1.46,-123.3,50000000000
18:59:18,97.92,9/5/2015,0,0,0,0,0,9.05,73.2714922952,1946,76.2742542716,15829,75.0959946134,19.27,12.3,23474.39,-0.35,-0.25,-4.22,-4.134,8.53,8.448,-0.07,-0.056,0.07,0.57,-4.11,4.11,7.4928571429,1.3,1.3,4.3185714286,-12.45,12.45,15.86,-240,-19.1780821918,-26.02,1.71,-100.75,50000000000
18:59:53,98.5,9/5/2015,0,0,0,0,0,10.53,73.1447688564,2222,76.1608263346,17941,74.6428636422,18.97,12.6,23536.57,-0.25,-0.288,-3.83,-4.034,7.84,8.286,0.1,-0.04,0.06,0.54,-4.03,4.03,7.9071428571,-4.01,4.01,5.5228571429,-11.45,11.45,12.3328571429,-229,-17.6712328767,-25.45,1.88,-68.22,50000000000
19:00:23,99,9/5/2015,0,0,0,0,0,10.79,73.2816301703,2270,76.2814943527,18004,74.7663069523,18.58,11.9,23618.61,-0.23,-0.264,-4.28,-4.06,8.8,8.314,0.1,-0.026,0.15,0.52,-9.58,9.58,8.1171428571,-7.8,7.8,5.87,-16.03,16.03,12.7428571429,-220,-16.4383561644,-26.01,1.22,-74.07,50000000000
19:00:58,99.58,9/5/2015,0,0,0,0,0,0.62,76.0999594485,373,78.7841490491,1203,77.661007079,18.05,11.2,23732.36,-0.32,-0.25,-3.71,-3.968,7.73,8.148,-0.07,-0.012,0.4,0.34,-5.65,5.65,7.7457142857,-4.53,4.53,5.3428571429,-15.28,15.28,12.4642857143,-224,-16.9863013699,-25.92,1.92,-97.7,50000000000
19:01:28,100.08,9/5/2015,0,0,0,0,0,5.5,76.0644768856,1286,78.7551887248,8933,77.7908197,17.51,11,23851.07,-0.17,-0.23,-4.26,-3.992,8.67,8.23,-0.19,-0.044,0.36,0.37,-12.09,12.09,8.1842857143,-11.47,11.47,5.8957142857,-7.38,7.38,11.2871428571,-234,-18.3561643836,-25.95,1.31,-110.76,50000000000
19:02:03,100.67,9/5/2015,0,0,0,0,0,8.72,75.9326845093,1885,78.636934067,14591,77.6637367837,17.37,11.2,23882.33,-0.28,-0.226,-3.76,-3.988,7.7,8.232,0,-0.078,0.27,0.47,-10.06,10.06,8.04,-3.51,3.51,5.7257142857,-10.81,10.81,12.9471428571,-243,-19.5890410959,-26.04,1,-89.73,50000000000
19:02:33,101.17,9/5/2015,0,0,0,0,0,7.24,74.50324412,1608,77.3650931557,12050,76.0953698143,16.89,10.8,23991.09,-0.15,-0.216,-3.95,-4.108,8.25,8.44,-0.06,-0.1,0.36,0.4,-8.7,8.7,8.5542857143,4.78,4.78,5.0671428571,-13.85,13.85,12.0228571429,-246,-20,-25.53,1.41,-96.64,50000000000
19:03:08,101.75,9/5/2015,0,0,0,0,0,9.27,72.2931873479,1988,75.3982044599,16338,73.7096079538,16.49,11.9,24083.64,-0.21,-0.23,-4.26,-4.096,8.81,8.42,-0.07,-0.114,0.05,0.57,-7.18,7.18,9.4228571429,-5.17,5.17,5.26,4.21,4.21,9.93,-247,-20.1369863014,-26.25,1.22,-100.36,50000000000
19:03:38,102.25,9/5/2015,0,0,0,0,0,8.17,73.1194241687,1781,76.136692731,14712,74.3498753435,15.94,13.6,24213.92,-0.27,-0.23,-4.31,-4.166,8.77,8.566,-0.18,-0.092,0.06,0.56,-3.02,3.02,9.2314285714,2.82,2.82,4.9314285714,-23.07,23.07,8.9971428571,-240,-19.1780821918,-26.35,1.49,-118.16,50000000000
19:04:13,102.83,9/5/2015,0,0,0,0,0,6.46,72.4706001622,1462,75.5598996042,10837,73.4302681783,15.49,14.8,24323.25,-0.24,-0.254,-4.2,-4.208,8.57,8.62,-0.26,-0.058,0.16,0.5,-13.18,13.18,7.8257142857,3.19,3.19,4.7628571429,-9.56,9.56,9.3085714286,-230,-17.8082191781,-26.19,1.43,-123.48,50000000000
19:04:43,103.33,9/5/2015,0,0,0,0,0,8.57,72.0042579075,1856,75.1448016218,14183,72.7372264988,15.24,15.3,24385.1,-0.28,-0.264,-4.11,-4.16,8.43,8.498,0.11,-0.028,0.3,0.43,-11.73,11.73,7.43,-5.88,5.88,4.1142857143,-0.63,0.63,7.5957142857,-232,-18.0821917808,-25.8,1.63,-75.84,50000000000
19:05:18,103.92,9/5/2015,0,0,0,0,0,10.84,72.0701540957,2280,75.2051356309,18283,72.8118384257,15.1,14.2,24420.1,-0.27,-0.266,-4.16,-4.082,8.52,8.348,0.11,-0.036,0.09,0.53,-10.75,10.75,7.1685714286,-9.17,9.17,4.0814285714,-0.85,0.85,7.4342857143,-217,-16.0273972603,-25.77,1.59,-69.54,50000000000
19:05:48,104.42,9/5/2015,0,0,0,0,0,10.96,72.2272911598,2302,75.3451105319,18317,72.9907857303,14.65,13.8,24534.4,-0.26,-0.28,-4.02,-4.114,8.2,8.394,0.08,0.026,0.15,0.52,-0.22,0.22,7.5414285714,2.33,2.33,4.0357142857,-12.99,12.99,4.6185714286,-205,-14.3835616438,-26.14,1.65,-76.35,50000000000
19:06:23,105,9/5/2015,0,0,0,0,0,7.14,74.0369018654,1590,76.9475818129,13023,74.9925691374,13.78,13.1,24763.69,-0.28,-0.292,-3.92,-4.096,8.02,8.364,-0.22,0.008,0.09,0.54,-5.93,5.93,6.5142857143,0.24,0.24,3.6342857143,1.86,1.86,4.4357142857,-193,-12.7397260274,-25.99,1.88,-122.87,50000000000
19:06:53,105.5,9/5/2015,0,0,0,0,0,10.43,73.4793187348,2204,76.4504295781,17789,74.7402231079,14.14,15.3,24667.42,-0.31,-0.292,-4.36,-4.094,8.8,8.332,0.05,-0.066,-0.01,0.56,-5.35,5.35,5.9128571429,-4.94,4.94,3.36,-3.08,3.08,6.6071428571,-191,-12.4657534247,-26.21,1.91,-75.05,50000000000
19:07:28,106.08,9/5/2015,0,0,0,0,0,7.84,70.1540957015,1720,73.4964764939,12827,71.4403134914,13.47,15.3,24848.23,-0.34,-0.304,-4.02,-4.168,8.28,8.488,0.02,-0.1,0.36,0.38,-5.63,5.63,5.5,-2.5,2.5,2.4357142857,-3.36,3.36,7.2242857143,-181,-11.095890411,-26.13,1.99,-87.47,50000000000
19:07:58,106.58,9/5/2015,0,0,0,0,0,4.52,69.9259935118,1100,73.2937542234,7853,71.1558176072,12.82,14.1,25030.73,-0.27,-0.308,-4.15,-4.19,8.36,8.55,-0.26,-0.062,0.23,0.46,-5.99,5.99,6.4285714286,0.38,0.38,2.1071428571,-8.28,8.28,5.9571428571,-183,-11.3698630137,-26.15,1.66,-121.71,50000000000
19:08:33,107.17,9/5/2015,0,0,0,0,0,7.6,68.3850364964,1675,71.9277922579,12423,69.7436504037,12.72,15.6,25059.47,-0.32,-0.31,-4.39,-4.116,8.98,8.442,-0.09,-0.04,0.38,0.36,-7.52,7.52,6.88,-3.96,3.96,2.4971428571,-15.83,15.83,6.5442857143,-187,-11.9178082192,-25.97,1.91,-99.42,50000000000
19:09:03,107.67,9/5/2015,0,0,0,0,0,7.77,69.9513381995,1707,73.3227145477,12797,71.637458827,12.35,15,25167.42,-0.3,-0.286,-4.03,-4.128,8.33,8.444,-0.03,-0.02,0.31,0.44,-7.86,7.86,39.53,-2.7,2.7,5.0185714286,-5.17,5.17,29.7714285714,-196,-13.1506849315,-25.7,1.67,-93.07,50000000000
19:09:33,108.17,9/5/2015,0,0,0,0,0,9.61,66.0431873479,2050,69.8498889854,15656,67.7806894627,12.07,14.4,25250.86,-0.32,-0.034,-3.99,-4.834,8.26,8.258,0.16,-0.054,0.23,0.45,-6.72,6.72,47.6528571429,0.03,0.03,34.7757142857,-4.12,4.12,40.3185714286,-192,-12.602739726,-25.87,1.78,-67.69,50000000000
19:10:08,108.75,9/5/2015,0,0,0,0,0,10.92,64.497161395,2295,68.4766869389,18250,66.5911448381,11.88,13.8,25308.38,-0.22,-0.282,-4.08,-4.958,8.29,8.308,0.12,-0.05,0.09,0.53,-9.09,9.09,49.0914285714,-2.97,2.97,47.5157142857,-5.97,5.97,39.6371428571,-176,-10.4109589041,-26.01,1.38,-66.91,50000000000
19:10:38,109.25,9/5/2015,0,0,0,0,0,0.93,60.5332522303,431,64.9555941693,1793,62.5505753611,13.43,12.8,24859.25,0.99,-0.144,-7.68,-5.572,7.43,8.484,-0.43,-0.078,0.2,0.37,233.9,233.9,78.4242857143,-22.59,22.59,51.5414285714,165.67,165.67,71.3471428571,-224,-16.9863013699,-28.24,2.84,-139.64,-50000000000
19:11:13,109.83,9/5/2015,0,0,0,0,0,9.07,61.75486618,1950,66.0416063327,15533,63.9867033054,16.67,14.4,24041.77,-1.56,-1.582,-5.01,-6.864,9.23,9.018,-0.07,-0.206,0.11,0.56,-62.49,62.49,87.5,-210.8,210.8,59.5442857143,-77.19,77.19,81.13,-273,-23.698630137,-30.73,6.66,-99.22,-50000000000
19:11:43,110.33,9/5/2015,0,0,0,0,0,7.62,56.949513382,1679,61.7723718506,13759,59.042904891,19.65,14.4,23396.75,0.39,-2.674,-7.1,-6.534,9.21,10.228,-0.17,-0.282,0.03,0.58,-16.06,16.06,95.7271428571,89.56,89.56,62.5228571429,-3.51,3.51,97.9,-304,-27.9452054795,-37.07,2.19,-112.49,-50000000000
19:12:18,110.92,9/5/2015,0,0,0,0,0,0.68,53.3353609084,384,58.5626025678,1170,55.5155198874,22.93,14.2,22772.68,-7.51,-2.756,-10.45,-5.792,10.93,10.382,-0.48,-0.26,0.28,0.2,-212.85,212.85,108.3828571429,-32.14,32.14,74.7071428571,237.8,237.8,111.2771428571,-336,-32.3287671233,-47.08,19.22,-144.88,-50000000000
19:12:48,111.42,9/5/2015,0,0,0,0,0,8.82,51.4497161395,1904,56.894970557,15400,53.5355741175,27.57,16.6,22003.28,-5.68,-2.17,-2.43,-4.464,14.34,9.126,-0.26,-0.262,-0.13,0.58,71.39,71.39,85.4385714286,-58.72,58.72,73.1057142857,-73.65,73.65,107.7528571429,-374,-37.5342465753,-8.69,8.03,165.73,-50000000000
19:13:23,112,9/5/2015,0,0,0,0,0,5.13,48.104217356,1215,53.9241239502,10056,50.2208027758,31.65,16.5,21409.14,0.58,-2.302,-3.97,-4.586,8.2,9.394,-0.32,-0.3,0.07,0.53,64.31,64.31,82.1371428571,-20.88,20.88,64.8757142857,-121.51,121.51,100.9585714286,-400,-41.095890411,-9.6,0.79,-156.5,-50000000000
19:13:53,112.5,9/5/2015,0,0,0,0,0,9.55,44.6674776967,2040,50.8688097307,17081,46.8195907869,36.55,16.9,20772.6,1.37,-0.716,1.63,-3.41,2.95,8.372,-0.08,-0.25,0.12,0.57,-97.68,97.68,93.7328571429,-88.26,88.26,61.3557142857,99.61,99.61,103.5614285714,-414,-43.0136986301,27.27,-34.7,158.06,-50000000000
19:14:28,113.08,9/5/2015,0,0,0,0,0,0.86,44.1757907543,417,50.4344048653,1467,46.6782527464,40.16,14.8,20346.54,-0.27,-0.616,-7.71,-3.89,10.55,8.178,-0.36,-0.21,0.4,0.16,73.29,73.29,67.8585714286,-11.38,11.38,72.91,141,141,101.4171428571,-425,-44.5205479452,-35.83,0.39,-127.39,-50000000000
19:14:58,113.58,9/5/2015,0,0,0,0,0,7.79,39.1828872668,1711,45.9986485182,14361,41.6789503376,46.5,15.5,19668.12,0.42,-1.166,-4.57,-4.004,5.82,8.034,-0.23,-0.134,-0.03,0.59,-39.38,39.38,60.58,-153.19,153.19,83.2028571429,29.63,29.63,109.8414285714,-444,-47.1232876712,-39.62,-12.25,-134.26,-50000000000
19:15:33,114.17,9/5/2015,0,0,0,0,0,3.14,42.1076642336,843,48.5978376291,4995,44.5748636664,52.25,15.6,19114.84,-5.18,-2.484,-4.83,-4.374,13.37,8.95,-0.06,-0.188,0.24,0.53,-97.23,97.23,64.3671428571,64.92,64.92,86.9142857143,-21.73,21.73,104.6485714286,-471,-50.8219178082,-30.73,13.16,-89.26,-50000000000
19:16:03,114.67,9/5/2015,0,0,0,0,0,9.55,39.7607461476,2040,46.5126942755,17758,42.4769339957,58.28,14.7,18585.28,-2.17,-2.03,-4.54,-4.28,7.48,8.89,0.06,-0.244,-0.3,0.52,31.73,31.73,73.8585714286,-113.02,113.02,92.9485714286,222.79,222.79,91.2514285714,-483,-52.4657534247,-33.38,13.9,-5.63,-50000000000
19:16:38,115.25,9/5/2015,0,0,0,0,0,0.95,36.4101784266,435,43.537020948,1489,38.8212528738,63.89,12.3,18131.06,-5.22,-2.234,-0.22,-4.892,7.53,10,-0.35,-0.322,0.4,0.19,-20.44,20.44,64.15,-130.77,130.77,103.0814285714,132.62,132.62,78.7085714286,-486,-52.8767123288,-33.39,13.37,-127.95,-50000000000
19:17:08,115.75,9/5/2015,0,0,0,0,0,0.71,40.8759124088,390,47.5069987451,1197,43.5830709784,70.85,11.6,17610.43,2,-0.288,-7.24,-4.748,10.25,8.468,-0.64,-0.35,0.01,0.22,90.82,90.82,70.0342857143,-46.86,46.86,95.9528571429,85.16,85.16,79.5942857143,-499,-54.6575342466,-30.92,-6.04,-169.52,-50000000000
19:17:43,116.33,9/5/2015,0,0,0,0,0,0.8,39.2335766423,409,46.0445023651,1325,41.8069431554,77.92,11.7,17122.37,-0.6,-0.156,-7.63,-5.76,11.37,9.872,-0.62,-0.404,0.1,0.2,-164.12,164.12,58.8042857143,130.5,130.5,87.8085714286,5.83,5.83,106.3428571429,-510,-56.1643835616,-32.29,6.64,-160.53,-50000000000
19:18:13,116.83,9/5/2015,0,0,0,0,0,1,37.2414841849,444,44.2706824983,1494,39.3371670519,85.72,11.7,16623.9,4.55,0.684,-4.11,-7.01,5.71,10.756,-0.2,-0.356,0.43,0.28,5.33,5.33,54.8257142857,82.31,82.31,79.3914285714,-53.2,53.2,75.7557142857,-527,-58.4931506849,-20.43,-19.75,-114.02,-50000000000
19:18:48,117.42,9/5/2015,0,0,0,0,0,0.99,32.9227493917,441,40.4334395212,1583,34.6187209211,92.96,10.6,16193.08,-1.51,-0.04,-9.6,-6.888,14.5,11.192,-0.21,-0.23,0.47,0.15,-80.57,80.57,62.7371428571,103.29,103.29,69.4228571429,35.83,35.83,64.6742857143,-528,-58.6301369863,-34.97,4.18,-113.83,-50000000000
19:19:18,117.92,9/5/2015,0,0,0,0,0,8.64,33.0444038929,1870,40.5444540979,15190,34.7012186615,103.34,12.1,15620.53,-1.02,-0.194,-6.47,-6.422,11.95,11.37,-0.11,-0.058,-0.1,0.61,18.62,18.62,63.6071428571,-7.91,7.91,71.5057142857,-208.97,208.97,55.8028571429,-523,-57.9452054795,-27.86,7.24,-101.21,-50000000000
19:19:53,118.5,9/5/2015,0,0,0,0,0,1.07,29.6938361719,457,37.5687807703,1767,30.923610732,111.49,10.9,15202.79,-1.62,-0.626,-6.63,-7.066,12.43,12.326,-0.01,-0.002,0.52,0.06,3.88,3.88,44.7985714286,54.1,54.1,74.8542857143,-8.68,8.68,67.6557142857,-531,-59.0410958904,-24.04,5.49,-92.63,-50000000000
19:20:23,119,9/5/2015,0,0,0,0,0,6.7,32.6236820762,1508,40.172796602,11341,34.0867318156,121.15,11.2,14738.55,-1.37,-0.488,-5.3,-6.536,12.26,11.696,0.24,0.002,0.2,0.46,75.82,75.82,49.2657142857,60.99,60.99,81.0157142857,-55.05,55.05,71.5057142857,-525,-58.2191780822,-27.18,8.21,-53.76,-50000000000
19:20:58,119.58,9/5/2015,0,0,0,0,0,4.44,29.0399432279,1086,36.9871609229,8616,30.195082892,129.97,9.1,14340.16,2.39,-0.3,-7.33,-6.592,10.49,11.352,0.08,0.026,0.4,0.35,96.91,96.91,44.22,61.44,61.44,82.8242857143,23.06,23.06,78.9742857143,-520,-57.5342465753,-27.01,-12.92,-83.98,-50000000000
19:21:28,120.08,9/5/2015,0,0,0,0,0,1.01,29.6127331711,446,37.4939665991,1706,30.9496945764,140.65,9.5,13886.06,-0.82,-0.08,-6.95,-6.382,11.35,10.854,-0.19,-0.006,0.48,0.1,-32.46,32.46,46.9,153.94,153.94,100.34,-88.8,88.8,59.3042857143,-530,-58.904109589,-32.27,3.55,-113.4,-50000000000
19:22:03,120.67,9/5/2015,0,0,0,0,0,9.49,33.3840227088,2029,40.8461241433,16870,35.1124941615,151.95,10.5,13435.05,-0.08,0.194,-6.75,-6.594,10.23,10.432,0.01,-0.104,0.44,0.29,-36.6,36.6,52.76,125.44,125.44,111.0014285714,-80.15,80.15,66.32,-521,-57.6712328767,-30.86,2.8,-88.89,-50000000000
19:22:33,121.17,9/5/2015,0,0,0,0,0,5.58,33.5766423358,1298,41.0102326479,9544,35.253832202,162.6,9.8,13034.19,-0.52,-0.348,-5.58,-6.274,9.94,10.292,-0.17,-0.194,0.5,0.05,-45.25,45.25,46.3871428571,115.95,115.95,120.23,-88.11,88.11,69.7614285714,-522,-57.8082191781,-32.18,-0.33,-112.05,-50000000000
19:23:08,121.75,9/5/2015,0,0,0,0,0,1.2,37.5202757502,480,44.5120185346,1913,39.6195398325,173.24,8.5,12654.42,0,-0.324,-6.36,-6.05,10.15,10.172,-0.25,-0.22,0.36,0.37,-37.38,37.38,40.4385714286,130.52,130.52,128.4657142857,-71.28,71.28,78.6028571429,-519,-57.397260274,-30.14,1.08,-116.78,-50000000000
19:23:38,122.25,9/5/2015,0,0,0,0,0,1.03,41.1192214112,450,47.7121343759,1524,43.2746143534,184.84,7.8,12261.32,-0.32,-0.416,-5.73,-5.84,9.79,10.188,-0.37,-0.242,0.32,0.32,-44.9,44.9,43.4814285714,128.73,128.73,125.3371428571,-57.79,57.79,76.4142857143,-512,-56.4383561644,-30.15,2.66,-130.01,-50000000000
19:24:13,122.83,9/5/2015,0,0,0,0,0,1.1,40.9316707218,463,47.5456125109,1739,42.9152032417,195.94,6.1,11903.44,-0.7,-0.242,-5.83,-6.17,10.75,10.314,-0.32,-0.196,0.43,0.14,-31.21,31.21,44.3485714286,125.59,125.59,123.65,-79.14,79.14,75.1971428571,-500,-54.7945205479,-27.58,3.51,-126.55,-50000000000
19:24:43,123.33,9/5/2015,0,0,0,0,0,1.18,42.9085563666,478,49.3025388551,1906,44.7201446137,210.8,7.9,11449.19,-0.54,-0.256,-5.7,-6.092,10.31,10.29,-0.1,-0.17,0.51,0.08,-55.27,55.27,44.11,119.09,119.09,126.3171428571,-84.95,84.95,72.59,-487,-53.0136986301,-34.46,-1.62,-101.1,-50000000000
19:25:18,123.92,9/5/2015,0,0,0,0,0,8.92,44.302514193,1922,50.5405927213,15424,46.3746489297,223.96,7.5,11068.08,0.35,-0.064,-7.23,-6.228,10.57,10.386,0.06,-0.142,0.5,0.16,-53.76,53.76,51.4057142857,132.04,132.04,128.0428571429,-73.48,73.48,66.9028571429,-476,-51.5068493151,-30.87,2.78,-83.97,-50000000000
19:25:48,124.42,9/5/2015,0,0,0,0,0,2.48,45.7927818329,720,51.8631142002,4927,47.5566110414,236.5,6.5,10721.44,-0.07,-0.046,-5.97,-6.202,10.03,10.528,-0.12,-0.11,0.51,0.04,-42.67,42.67,45.1457142857,113.63,113.63,119.1171428571,-71.63,71.63,66.0471428571,-464,-49.8630136986,-32.18,-2.23,-104.58,-50000000000
19:26:23,125,9/5/2015,0,0,0,0,0,2.08,45.9448499594,645,51.9958490202,3977,47.7631586929,249.59,5.7,10375.12,0.64,0.276,-6.41,-6.264,10.27,10.252,-0.23,-0.142,0.48,0.07,-43.58,43.58,41.2471428571,134.62,134.62,103.9557142857,-69.86,69.86,66.5442857143,-449,-47.8082191781,-31.03,-3.03,-115.93,-50000000000
19:26:53,125.5,9/5/2015,0,0,0,0,0,8.15,43.6688969992,1779,49.973453036,14922,45.1338465178,262.33,4.5,10051.91,-0.61,0.454,-5.7,-6.3,11.46,10.416,-0.16,-0.246,0.23,0.51,-88.45,88.45,44.0928571429,142.6,142.6,91.4557142857,31.47,31.47,69.12,-432,-45.4794520548,-28.13,5.59,-101.41,-50000000000
19:27:28,126.08,9/5/2015,0,0,0,0,0,1.18,43.8564476886,477,50.1399749011,1791,45.2478875119,273.52,2.3,9778.34,1.07,0.272,-6.01,-6.444,8.93,10.912,-0.26,-0.2,0.4,0.29,-1.08,1.08,44.3957142857,66.25,66.25,82.4671428571,-51.8,51.8,60.4842857143,-427,-44.7945205479,-24.61,-0.36,-118.26,-50000000000
